Periodo;ComunidadesAutonomas;TipoAlojamiento;TipoResidente;Pernoctaciones;Viajero
1/03/2023; Principado de Asturias;Hotelera;Residentes en el Extranjero;34098;13241
1/03/2023; Principado de Asturias;Hotelera;Residentes en Espana;168454;92113
1/03/2023; Illes Balears;Albergues;Residentes en el Extranjero;4652;2073
1/03/2023; Illes Balears;Albergues;Residentes en Espana;1569;749
1/03/2023; Illes Balears;Alojamientos de Turismo Rural;Residentes en el Extranjero;51116;15555
1/03/2023; Illes Balears;Alojamientos de Turismo Rural;Residentes en Espana;9181;4160
1/03/2023; Illes Balears;Apartamentos Turisticos;Residentes en el Extranjero;42330;7050
1/03/2023; Illes Balears;Apartamentos Turisticos;Residentes en Espana;9242;2629
1/03/2023; Illes Balears;Hotelera;Residentes en el Extranjero;771032;167839
1/03/2023; Illes Balears;Hotelera;Residentes en Espana;173879;62568
1/03/2023; Canarias;Albergues;Residentes en el Extranjero;10590;2976
1/03/2023; Canarias;Albergues;Residentes en Espana;2744;1148
1/03/2023; Canarias;Alojamientos de Turismo Rural;Residentes en el Extranjero;29074;5503
1/03/2023; Canarias;Alojamientos de Turismo Rural;Residentes en Espana;8990;2258
1/03/2023; Canarias;Apartamentos Turisticos;Residentes en el Extranjero;2047181;244603
1/03/2023; Canarias;Apartamentos Turisticos;Residentes en Espana;151854;35914
1/03/2023; Canarias;Campings;Residentes en el Extranjero;9237;965
1/03/2023; Canarias;Campings;Residentes en Espana;4378;1826
1/03/2023; Canarias;Hotelera;Residentes en el Extranjero;5261695;741229
1/03/2023; Canarias;Hotelera;Residentes en Espana;539108;155855
1/03/2023; Cantabria;Alojamientos de Turismo Rural;Residentes en el Extranjero;1862;974
1/03/2023; Cantabria;Alojamientos de Turismo Rural;Residentes en Espana;22152;10686
1/03/2023; Cantabria;Apartamentos Turisticos;Residentes en el Extranjero;1868;470
1/03/2023; Cantabria;Apartamentos Turisticos;Residentes en Espana;13856;4501
1/03/2023; Cantabria;Campings;Residentes en el Extranjero;2134;1314
1/03/2023; Cantabria;Campings;Residentes en Espana;22745;3825
1/03/2023; Cantabria;Hotelera;Residentes en el Extranjero;27443;12537
1/03/2023; Cantabria;Hotelera;Residentes en Espana;110182;59933
1/03/2023; Castilla y Leon;Albergues;Residentes en el Extranjero;23925;22113
1/03/2023; Castilla y Leon;Albergues;Residentes en Espana;39349;16995
1/03/2023; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en el Extranjero;7502;2917
1/03/2023; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en Espana;99635;48374
1/03/2023; Castilla y Leon;Apartamentos Turisticos;Residentes en el Extranjero;4358;2201
1/03/2023; Castilla y Leon;Apartamentos Turisticos;Residentes en Espana;36069;17089
1/03/2023; Castilla y Leon;Campings;Residentes en el Extranjero;9923;5581
1/03/2023; Castilla y Leon;Campings;Residentes en Espana;10344;4874
1/03/2023; Castilla y Leon;Hotelera;Residentes en el Extranjero;96707;55670
1/03/2023; Castilla y Leon;Hotelera;Residentes en Espana;505505;295117
1/03/2023; Castilla - La Mancha;Albergues;Residentes en Espana;6458;3326
1/03/2023; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en el Extranjero;1794;663
1/03/2023; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en Espana;55783;25862
1/03/2023; Castilla - La Mancha;Apartamentos Turisticos;Residentes en el Extranjero;3414;536
1/03/2023; Castilla - La Mancha;Apartamentos Turisticos;Residentes en Espana;26068;7255
1/03/2023; Castilla - La Mancha;Campings;Residentes en el Extranjero;2874;1380
1/03/2023; Castilla - La Mancha;Campings;Residentes en Espana;14927;4322
1/03/2023; Castilla - La Mancha;Hotelera;Residentes en el Extranjero;50447;25389
1/03/2023; Castilla - La Mancha;Hotelera;Residentes en Espana;249504;145705
1/03/2023; Cataluna;Albergues;Residentes en el Extranjero;32821;13303
1/03/2023; Cataluna;Albergues;Residentes en Espana;35126;19338
1/03/2023; Cataluna;Alojamientos de Turismo Rural;Residentes en el Extranjero;5637;2377
1/03/2023; Cataluna;Alojamientos de Turismo Rural;Residentes en Espana;56552;28789
1/03/2023; Cataluna;Apartamentos Turisticos;Residentes en el Extranjero;90936;19438
1/03/2023; Cataluna;Apartamentos Turisticos;Residentes en Espana;102985;19053
1/03/2023; Cataluna;Campings;Residentes en el Extranjero;110600;33979
1/03/2023; Cataluna;Campings;Residentes en Espana;249123;96769
1/03/2023; Cataluna;Hotelera;Residentes en el Extranjero;2052299;760754
1/03/2023; Cataluna;Hotelera;Residentes en Espana;1058452;527465
1/03/2023; Comunitat Valenciana;Albergues;Residentes en el Extranjero;17488;7276
1/03/2023; Comunitat Valenciana;Albergues;Residentes en Espana;16231;7051
1/03/2023; Comunitat Valenciana;Alojamientos de Turismo Rural;Residentes en el Extranjero;6531;2076
1/03/2023; Comunitat Valenciana;Alojamientos de Turismo Rural;Residentes en Espana;18672;9427
1/03/2023; Comunitat Valenciana;Apartamentos Turisticos;Residentes en el Extranjero;369139;57936
1/03/2023; Comunitat Valenciana;Apartamentos Turisticos;Residentes en Espana;136656;38418
1/03/2023; Comunitat Valenciana;Campings;Residentes en el Extranjero;558715;41405
1/03/2023; Comunitat Valenciana;Campings;Residentes en Espana;130437;28233
1/03/2023; Comunitat Valenciana;Hotelera;Residentes en el Extranjero;969159;282913
1/03/2023; Comunitat Valenciana;Hotelera;Residentes en Espana;1090358;436712
1/03/2023; Extremadura;Albergues;Residentes en el Extranjero;100;84
1/03/2023; Extremadura;Albergues;Residentes en Espana;1557;788
1/03/2023; Extremadura;Alojamientos de Turismo Rural;Residentes en el Extranjero;4023;2058
1/03/2023; Extremadura;Alojamientos de Turismo Rural;Residentes en Espana;33541;16151
1/03/2023; Extremadura;Apartamentos Turisticos;Residentes en el Extranjero;4554;1915
1/03/2023; Extremadura;Apartamentos Turisticos;Residentes en Espana;24379;11987
1/03/2023; Extremadura;Campings;Residentes en el Extranjero;2485;1079
1/03/2023; Extremadura;Campings;Residentes en Espana;6500;3473
1/03/2023; Extremadura;Hotelera;Residentes en el Extranjero;26019;15970
1/03/2023; Extremadura;Hotelera;Residentes en Espana;184845;98140
1/03/2023; Galicia;Albergues;Residentes en el Extranjero;15652;14227
1/03/2023; Galicia;Albergues;Residentes en Espana;34734;32698
1/03/2023; Galicia;Alojamientos de Turismo Rural;Residentes en el Extranjero;1642;1212
1/03/2023; Galicia;Alojamientos de Turismo Rural;Residentes en Espana;7757;4782
1/03/2023; Galicia;Apartamentos Turisticos;Residentes en el Extranjero;5235;1178
1/03/2023; Galicia;Apartamentos Turisticos;Residentes en Espana;20446;7997
1/03/2023; Galicia;Campings;Residentes en el Extranjero;2114;823
1/03/2023; Galicia;Campings;Residentes en Espana;10510;1091
1/03/2023; Galicia;Hotelera;Residentes en el Extranjero;97189;53147
1/03/2023; Galicia;Hotelera;Residentes en Espana;363922;197729
1/03/2023; Comunidad de Madrid;Albergues;Residentes en el Extranjero;68110;32177
1/03/2023; Comunidad de Madrid;Albergues;Residentes en Espana;19983;12051
1/03/2023; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en el Extranjero;992;602
1/03/2023; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en Espana;15636;8688
1/03/2023; Comunidad de Madrid;Apartamentos Turisticos;Residentes en el Extranjero;115416;35496
1/03/2023; Comunidad de Madrid;Apartamentos Turisticos;Residentes en Espana;74076;24395
1/03/2023; Comunidad de Madrid;Campings;Residentes en el Extranjero;4569;1684
1/03/2023; Comunidad de Madrid;Campings;Residentes en Espana;50171;15469
1/03/2023; Comunidad de Madrid;Hotelera;Residentes en el Extranjero;1064832;471645
1/03/2023; Comunidad de Madrid;Hotelera;Residentes en Espana;975377;582240
1/03/2023; Region de Murcia;Albergues;Residentes en el Extranjero;1479;479
1/03/2023; Region de Murcia;Albergues;Residentes en Espana;2129;1332
1/03/2023; Region de Murcia;Alojamientos de Turismo Rural;Residentes en el Extranjero;352;77
1/03/2023; Region de Murcia;Alojamientos de Turismo Rural;Residentes en Espana;3385;1617
1/03/2023; Region de Murcia;Apartamentos Turisticos;Residentes en el Extranjero;14849;1951
1/03/2023; Region de Murcia;Apartamentos Turisticos;Residentes en Espana;18185;3847
1/03/2023; Region de Murcia;Campings;Residentes en el Extranjero;93719;6344
1/03/2023; Region de Murcia;Campings;Residentes en Espana;12628;3569
1/03/2023; Region de Murcia;Hotelera;Residentes en el Extranjero;54911;20920
1/03/2023; Region de Murcia;Hotelera;Residentes en Espana;186546;82200
1/03/2023; Comunidad Foral de Navarra;Albergues;Residentes en el Extranjero;9996;9825
1/03/2023; Comunidad Foral de Navarra;Albergues;Residentes en Espana;12598;5880
1/03/2023; Comunidad Foral de Navarra;Alojamientos de Turismo Rural;Residentes en el Extranjero;3990;1210
1/03/2023; Comunidad Foral de Navarra;Alojamientos de Turismo Rural;Residentes en Espana;19297;8356
1/03/2023; Comunidad Foral de Navarra;Apartamentos Turisticos;Residentes en el Extranjero;7752;1486
1/03/2023; Comunidad Foral de Navarra;Apartamentos Turisticos;Residentes en Espana;18397;7346
1/03/2023; Comunidad Foral de Navarra;Campings;Residentes en el Extranjero;908;599
1/03/2023; Comunidad Foral de Navarra;Campings;Residentes en Espana;16224;5339
1/03/2023; Comunidad Foral de Navarra;Hotelera;Residentes en el Extranjero;25723;14685
1/03/2023; Comunidad Foral de Navarra;Hotelera;Residentes en Espana;107128;57515
1/03/2023; Pais Vasco;Albergues;Residentes en el Extranjero;7897;5155
1/03/2023; Pais Vasco;Albergues;Residentes en Espana;25404;15171
1/03/2023; Pais Vasco;Alojamientos de Turismo Rural;Residentes en el Extranjero;2818;1334
1/03/2023; Pais Vasco;Alojamientos de Turismo Rural;Residentes en Espana;21109;9541
1/03/2023; Pais Vasco;Apartamentos Turisticos;Residentes en el Extranjero;14226;3047
1/03/2023; Pais Vasco;Apartamentos Turisticos;Residentes en Espana;28963;8602
1/03/2023; Pais Vasco;Campings;Residentes en el Extranjero;7634;5710
1/03/2023; Pais Vasco;Campings;Residentes en Espana;21229;2627
1/03/2023; Pais Vasco;Hotelera;Residentes en el Extranjero;163485;86797
1/03/2023; Pais Vasco;Hotelera;Residentes en Espana;296891;164774
1/03/2023; La Rioja;Albergues;Residentes en el Extranjero;1322;1216
1/03/2023; La Rioja;Albergues;Residentes en Espana;3434;2216
1/03/2023; La Rioja;Alojamientos de Turismo Rural;Residentes en el Extranjero;195;57
1/03/2023; La Rioja;Alojamientos de Turismo Rural;Residentes en Espana;4614;2262
1/03/2023; La Rioja;Apartamentos Turisticos;Residentes en el Extranjero;856;348
1/03/2023; La Rioja;Apartamentos Turisticos;Residentes en Espana;8569;4183
1/03/2023; La Rioja;Campings;Residentes en el Extranjero;1102;598
1/03/2023; La Rioja;Campings;Residentes en Espana;7774;3016
1/03/2023; La Rioja;Hotelera;Residentes en el Extranjero;8185;4429
1/03/2023; La Rioja;Hotelera;Residentes en Espana;58312;32451
1/03/2023; Ceuta;Hotelera;Residentes en el Extranjero;2783;1729
1/03/2023; Ceuta;Hotelera;Residentes en Espana;5842;2556
1/03/2023; Melilla;Hotelera;Residentes en el Extranjero;1469;779
1/03/2023; Melilla;Hotelera;Residentes en Espana;8446;3290
1/04/2023; Andalucia;Albergues;Residentes en el Extranjero;50132;23471
1/04/2023; Andalucia;Albergues;Residentes en Espana;60572;22933
1/04/2023; Andalucia;Alojamientos de Turismo Rural;Residentes en el Extranjero;57980;15664
1/04/2023; Andalucia;Alojamientos de Turismo Rural;Residentes en Espana;66368;25722
1/04/2023; Andalucia;Apartamentos Turisticos;Residentes en el Extranjero;480077;123681
1/04/2023; Andalucia;Apartamentos Turisticos;Residentes en Espana;364517;132108
1/04/2023; Andalucia;Campings;Residentes en el Extranjero;200988;52942
1/04/2023; Andalucia;Campings;Residentes en Espana;341813;100812
1/04/2023; Andalucia;Hotelera;Residentes en el Extranjero;2685809;872429
1/04/2023; Andalucia;Hotelera;Residentes en Espana;2140172;980532
1/04/2023; Aragon;Albergues;Residentes en el Extranjero;3111;600
1/04/2023; Aragon;Albergues;Residentes en Espana;20654;8755
1/04/2023; Aragon;Alojamientos de Turismo Rural;Residentes en el Extranjero;6301;1927
1/04/2023; Aragon;Alojamientos de Turismo Rural;Residentes en Espana;61693;22337
1/04/2023; Aragon;Apartamentos Turisticos;Residentes en el Extranjero;9382;2306
1/04/2023; Aragon;Apartamentos Turisticos;Residentes en Espana;51645;16926
1/04/2023; Aragon;Campings;Residentes en el Extranjero;36134;13479
1/04/2023; Aragon;Campings;Residentes en Espana;87508;34186
1/04/2023; Aragon;Hotelera;Residentes en el Extranjero;88824;47114
1/04/2023; Aragon;Hotelera;Residentes en Espana;407635;205748
1/04/2023; Principado de Asturias;Albergues;Residentes en el Extranjero;8175;6970
1/04/2023; Principado de Asturias;Albergues;Residentes en Espana;11542;8363
1/04/2023; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en el Extranjero;8160;3184
1/04/2023; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en Espana;74737;27881
1/04/2023; Principado de Asturias;Apartamentos Turisticos;Residentes en el Extranjero;1923;472
1/04/2023; Principado de Asturias;Apartamentos Turisticos;Residentes en Espana;25411;9121
1/04/2023; Principado de Asturias;Hotelera;Residentes en el Extranjero;53266;28487
1/04/2023; Principado de Asturias;Hotelera;Residentes en Espana;293621;144348
1/04/2023; Illes Balears;Alojamientos de Turismo Rural;Residentes en el Extranjero;111218;34130
1/04/2023; Illes Balears;Alojamientos de Turismo Rural;Residentes en Espana;15880;6831
1/04/2023; Illes Balears;Apartamentos Turisticos;Residentes en el Extranjero;206101;41963
1/04/2023; Illes Balears;Apartamentos Turisticos;Residentes en Espana;26420;8562
1/04/2023; Illes Balears;Hotelera;Residentes en el Extranjero;3053023;656555
1/04/2023; Illes Balears;Hotelera;Residentes en Espana;297000;109541
1/04/2023; Canarias;Albergues;Residentes en el Extranjero;8579;1961
1/04/2023; Canarias;Albergues;Residentes en Espana;1694;793
1/04/2023; Canarias;Alojamientos de Turismo Rural;Residentes en el Extranjero;19053;3567
1/04/2023; Canarias;Alojamientos de Turismo Rural;Residentes en Espana;12610;3428
1/04/2023; Canarias;Apartamentos Turisticos;Residentes en el Extranjero;1682453;220578
1/04/2023; Canarias;Apartamentos Turisticos;Residentes en Espana;270636;70937
1/04/2023; Canarias;Campings;Residentes en el Extranjero;8463;392
1/04/2023; Canarias;Campings;Residentes en Espana;8455;3736
1/04/2023; Canarias;Hotelera;Residentes en el Extranjero;4776612;695029
1/04/2023; Canarias;Hotelera;Residentes en Espana;762520;223469
1/04/2023; Cantabria;Albergues;Residentes en el Extranjero;782;270
1/04/2023; Cantabria;Albergues;Residentes en Espana;5465;2549
1/04/2023; Cantabria;Alojamientos de Turismo Rural;Residentes en el Extranjero;5351;2628
1/04/2023; Cantabria;Alojamientos de Turismo Rural;Residentes en Espana;47341;20148
1/04/2023; Cantabria;Apartamentos Turisticos;Residentes en el Extranjero;6967;1262
1/04/2023; Cantabria;Apartamentos Turisticos;Residentes en Espana;34300;12771
1/04/2023; Cantabria;Campings;Residentes en el Extranjero;19203;6709
1/04/2023; Cantabria;Campings;Residentes en Espana;128185;17454
1/04/2023; Cantabria;Hotelera;Residentes en el Extranjero;48809;25466
1/04/2023; Cantabria;Hotelera;Residentes en Espana;208732;101237
1/04/2023; Castilla y Leon;Albergues;Residentes en el Extranjero;21392;17819
1/04/2023; Castilla y Leon;Albergues;Residentes en Espana;44025;17002
1/04/2023; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en el Extranjero;13716;7880
1/04/2023; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en Espana;189524;82040
1/04/2023; Castilla y Leon;Apartamentos Turisticos;Residentes en el Extranjero;9817;5099
1/04/2023; Castilla y Leon;Apartamentos Turisticos;Residentes en Espana;60123;28553
1/04/2023; Castilla y Leon;Campings;Residentes en el Extranjero;23432;12923
1/04/2023; Castilla y Leon;Campings;Residentes en Espana;61923;21180
1/04/2023; Castilla y Leon;Hotelera;Residentes en el Extranjero;156457;101530
1/04/2023; Castilla y Leon;Hotelera;Residentes en Espana;663485;377830
1/04/2023; Castilla - La Mancha;Albergues;Residentes en el Extranjero;428;60
1/04/2023; Castilla - La Mancha;Albergues;Residentes en Espana;11997;5189
1/04/2023; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en el Extranjero;2866;1120
1/04/2023; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en Espana;92667;37671
1/04/2023; Castilla - La Mancha;Apartamentos Turisticos;Residentes en el Extranjero;6213;1189
1/04/2023; Castilla - La Mancha;Apartamentos Turisticos;Residentes en Espana;39409;13438
1/04/2023; Castilla - La Mancha;Campings;Residentes en el Extranjero;7873;3350
1/04/2023; Castilla - La Mancha;Campings;Residentes en Espana;45953;16404
1/04/2023; Castilla - La Mancha;Hotelera;Residentes en el Extranjero;58856;31591
1/04/2023; Castilla - La Mancha;Hotelera;Residentes en Espana;330554;184850
1/04/2023; Cataluna;Albergues;Residentes en el Extranjero;35797;14163
1/04/2023; Cataluna;Albergues;Residentes en Espana;52565;25582
1/04/2023; Cataluna;Alojamientos de Turismo Rural;Residentes en el Extranjero;20414;6859
1/04/2023; Cataluna;Alojamientos de Turismo Rural;Residentes en Espana;100119;41407
1/04/2023; Cataluna;Apartamentos Turisticos;Residentes en el Extranjero;183768;45300
1/04/2023; Cataluna;Apartamentos Turisticos;Residentes en Espana;165159;37712
1/04/2023; Cataluna;Campings;Residentes en el Extranjero;498234;115339
